Token,BIO_Tag
FRANCIS,O
CHUKWUMA,O
ANCOR,O
18,O
1,O
satu,O
lembar,O
surat,O
keterangan,O
izin,O
tinggal,O
terbatas,O
elektronik,O
an,O
FRANCIS,O
CHUKWUMA,O
ANCOR,O
dengan,O
nomer,O
permit,O
2C21AF3573W,O
Dikembalikan,O
kepada,O
Terdakwa,O
Membebankan,O
kepada,O
Terdakwa,O
membayar,O
biaya,O
perkara,O
sebesar,O
Rp500000,O
lima,O
ribu,O
rupiah,O
Membaca,O
Putusan,O
Pengadilan,O
Negeri,O
Jakarta,O
Selatan,O
Nomor,O
365PidSus2023PN,O
JKTSEL,O
tanggal,O
3,O
Oktober,O
2023,O
yang,O
amar,O
lengkapnya,O
sebagai,O
berikut,O
1,O
Menyatakan,O
Terdakwa,O
FRANCIS,O
CHUKWUMA,O
ANCOR,O
telah,O
terbukti,O
secara,O
sah,O
dan,O
meyakinkan,O
bersalah,O
melakukan,O
tindak,O
pidana,O
Turut,O
serta,O
melakukan,O
pencucian,O
uang,O
sebagaimana,O
dakwaan,O
Penuntut,O
Umum,O
Menjatuhkan,O
pidana,O
kepada,O
Terdakwa,O
FRANCIS,O
CHUKWUMA,O
ANCOR,O
oleh,O
karena,O
itu,O
dengan,O
pidana,O
penjara,O
selama,O
1,O
satu,O
tahun,O
dan,O
denda,O
sejumlah,O
Rp50000000000,O
lima,O
ratus,O
juta,O
rupiah,O
dengan,O
catatan,O
apabila,O
tidak,O
mampu,O
dibayar,O
maka,O
diganti,O
dengan,O
kurungan,O
selama,O
2,O
dua,O
bulan,O
Menetapkan,O
masa,O
penangkapan,O
dan,O
penahanan,O
yang,O
telah,O
dijalani,O
Terdakwa,O
dikurangkan,O
sepenuhnya,O
dari,O
pidana,O
yang,O
dijatuhkan,O
Menetapkan,O
Terdakwa,O
tetap,O
ditahan,O
Menetapkan,O
barang,O
bukti,O
berupa,O
Nomor,O
1,O
sampai,O
dengan,O
Nomor,O
11,O
masingmasing,O
dirampas,O
untuk,O
dimusnahkan,O
Nomor,O
12,O
sampai,O
dengan,O
Nomor,O
16,O
dirampas,O
untuk,O
Negara,O
Nomor,O
17,O
sampai,O
dengan,O
Nomor,O
18,O
dikembalikan,O
kepada,O
Terdakwa,O
Selengkapnya,O
sebagaimana,O
Surat,O
Tuntutan,O
Penuntut,O
Umum,O
6,O
Membebankan,O
kepada,O
Terdakwa,O
untuk,O
membayar,O
biaya,O
perkara,O
sejumlah,O
Rp500000,O
lima,O
ribu,O
rupiah,O
Membaca,O
Putusan,O
Pengadilan,O
Tinggi,O
DKI,O
Jakarta,O
Nomor,O
278PIDSUS2023PT,O
DKI,O
tanggal,O
15,O
November,O
2023,O
yang,O
amar,O
lengkapnya,O
sebagai,O
berikut,O
1,O
Menerima,O
permintaan,O
banding,O
dari,O
Jaksa,O
Penuntut,O
Umum,O
2,O
Menguatkan,O
Putusan,O
Pengadilan,O
Negeri,O
Jakarta,O
Selatan,O
Nomor,O
365PidSus2023PNJktSel,O
tanggal,O
03,O
Oktober,O
2023,O
yang,O
dimohonkan,O
banding,O
tersebut,O
3,O
Menetapkan,O
masa,O
penahanan,O
yang,O
telah,O
dijalani,O
Terdakwa,O
dikurangkan,O
seluruhnya,O
dari,O
pidana,O
yang,O
dijatuhkan,O
4,O
Menetapkan,O
agar,O
Terdakwa,O
tetap,O
berada,O
dalam,O
tahanan,O
Menetapkan,O
kepada,O
Terdakwa,O
untuk,O
membayar,O
biaya,O
perkara,O
pada,O
kedua,O
tingkat,O
peradilan,O
yang,O
pada,O
tingkat,O
banding,O
ditetapkan,O
sejumlah,O
Rp250000,O
dua,O
ribu,O
lima,O
ratus,O
rupiah,O
Membaca,O
Akta,O
Permohonan,O
Kasasi,O
Nomor,O
82AktaPid2023,O
PNJktSel,O
yang,O
dibuat,O
oleh,O
Panitera,O
pada,O
Pengadilan,O
Negeri,O
Jakarta,O
Selatan,O
yang,O
menerangkan,O
bahwa,O
pada,O
tanggal,O
14,O
Desember,O
2023,O
Penuntut,O
Umum,O
pada,O
Kejaksaan,O
Negeri,O
Jakarta,O
Selatan,O
mengajukan,O
permohonan,O
kasasi,O
terhadap,O
Putusan,O
Pengadilan,O
Tinggi,O
DKI,O
Jakarta,O
tersebut,O
Membaca,O
Memori,O
Kasasi,O
tanggal,O
28,O
Desember,O
2023,O
dari,O
Penuntut,O
Umum,O
pada,O
Kejaksaan,O
Negeri,O
Jakarta,O
Selatan,O
tersebut,O
sebagai,O
Pemohon,O
Kasasi,O
yang,O
diterima,O
di,O
Kepaniteraan,O
Pengadilan,O
Negeri,O
Jakarta,O
Selatan,O
pada,O
tanggal,O
28,O
Desember,O
2023,O
Membaca,O
pula,O
suratsurat,O
lain,O
yang,O
bersangkutan,O
Menimbang,O
bahwa,O
Putusan,O
Pengadilan,O
Tinggi,O
DKI,O
Jakarta,O
tersebut,O
telah,O
diberitahukan,O
kepada,O
Penuntut,O
Umum,O
pada,O
Kejaksaan,O
Negeri,O
Jakarta,O
Selatan,O
pada,O
tanggal,O
30,O
November,O
2023,O
dan,O
Penuntut,O
Umum,O
tersebut,O
mengajukan,O
permohonan,O
kasasi,O
pada,O
tanggal,O
14,O
Desember,O
2023,O
serta,O
memori,O
kasasinya,O
telah,O
diterima,O
di,O
Kepaniteraan,O
Pengadilan,O
Negeri,O
Jakarta,O
Selatan,O
pada,O
tanggal,O
28,O
Desember,O
2023,O
Dengan,O
demikian,O
permohonan,O
kasasi,O
beserta,O
dengan,O
alasanalasannya,O
telah,O
diajukan,O
dalam,O
tenggang,O
waktu,O
dan,O
dengan,O
cara,O
menurut,O
undangundang,O
oleh,O
karena,O
itu,O
permohonan,O
kasasi,O
Penuntut,O
Umum,O
tersebut,O
secara,O
formal,O
dapat,O
diterima,O
Menimbang,O
bahwa,O
alasan,O
kasasi,O
yang,O
diajukan,O
Pemohon,O
Kasasi,O
Penuntut,O
Umum,O
dalam,O
memori,O
kasasi,O
selengkapnya,O
termuat,O
dalam,O
berkas,O
perkara,O
Menimbang,O
bahwa,O
terhadap,O
alasan,O
kasasi,O
yang,O
diajukan,O
Pemohon,O
KasasiPenuntut,O
Umum,O
tersebut,O
Mahkamah,O
Agung,O
berpendapat,O
Bahwa,O
alasan,O
kasasi,O
Penuntut,O
Umum,O
tidak,O
dapat,O
dibenarkan,O
karena,O
Judex,O
Facti,O
tidak,O
salah,O
dalam,O
menerapkan,O
hukum,O
Judex,O
Facti,O
telah,O
mengadili,O
Terdakwa,O
dalam,O
perkara,O
a,O
guo,O
sesuai,O
hukum,O
acara,O
pidana,O
yang,O
berlaku,O
serta,O
tidak,O
melampaui,O
kewenangannya,O
Bahwa,O
dari,O
keterangan,O
saksisaksi,O
keterangan,O
Terdakwa,O
dan,O
barang,O
bukti,O
yang,O
diajukan,O
dipersidangan,O
terungkap,O
fakta,O
bahwa,O
sejak,O
tahun,O
2020,O
MTrade,O
Ltd,O
yang,O
terletak,O
di,O
Moskow,B-LOC
Rusia,I-LOC
memiliki,O
kerjasama,O
bisnis,O
eksporimpor,O
dengan,O
Autoclamp,O
Co,O
Ltd,O
yang,O
terletak,O
di,O
Taiwan,O
dan,O
pada,O
tahun,O
2021,O
terjadi,O
kesepakatan,O
pembelian,O
perangkat,O
peralatan,O
hardware,O
hose,O
clamp,O
dan,O
selanjutnya,O
Autoclamp,O
Co,O
Ltd,O
mengirimkan,O
invoice,O
melalui,O
email,O
autoclampmsahinetnet,O
kepada,O
email,O
M,O
Trade,O
Ltd,O
infomtardeItd,O
yang,O
didalamnya,O
memuat,O
nomor,O
rekening,O
milik,O
Autoclamp,O
Co,O
Ltd,O
Pada,O
tanggal,O
24,O
Maret,O
2021,O
sekitar,O
pukul,B-TIME
1632,I-TIME
waktu,O
AsiaTaipei,O
email,O
Autoclamp,O
Co,O
Ltd,O
autocliampmsahinetnet,O
diakses,O
oleh,O
orang,O
tidak,O
dikenal,O
hacker,O
dan,O
kemudian,O
mengirimkan,O
email,O
kepada,O
Mtrade,O
Ltd,O
yang,O
menginformasikan,O
seolaholah,O
ada,O
permasalahan,O
pada,O
rekening,O
Bank,O
milik,O
Autoclamp,O
Co,O
Ltd,O
yang,O
pernah,O
dikirimkan,O
sebelumnya,O
kepada,O
M,O
Trade,O
Ltd,O
dan,O
oleh,O
karena,O
itu,O
akan,O
dilakukan,O
pengalihan,O
kontrak,O
kerja,O
serta,O
transaksi,O
pembayaran,O
dialihkan,O
ke,O
rekening,O
Bank,O
DKI,O
nomor,O
41908005261,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
sehingga,O
MTrade,O
Ltd,O
melakukan,O
pembayaran,O
kepada,O
Autoclamp,O
CoLtd,O
sebesar,O
33802,O
US,O
Dollar,O
atau,O
setara,O
dengan,O
Rp48450000000,O
empat,O
ratus,O
delapan,O
puluh,O
empat,O
juta,O
lima,O
ratus,O
ribu,O
rupiah,O
ke,O
rekening,O
Bank,O
DKI,O
nomor,O
41908005261,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
padahal,O
sejatinya,O
Mtrade,O
tidak,O
pernah,O
melakukan,O
bisnis,O
dengan,O
PT,O
Kansai,O
Prima,O
Global,O
Bahwa,O
sejak,O
tahun,O
2020,O
saksi,O
Jounry,O
Lito,O
Nanlohy,O
meminta,O
nomor,O
rekening,O
Bank,O
kepada,O
saksi,O
Muhammad,O
Hary,O
Prastomo,O
yang,O
akan,O
digunakan,O
untuk,O
menerima,O
transferan,O
dana,O
dari,O
luar,O
negeri,O
yang,O
seolah,O
olah,O
uang,O
tersebut,O
hasil,O
bisnis,O
kerjasama,O
saksi,O
Jounry,O
Lito,O
Nanlohy,O
dengan,O
Mr,O
Boy,O
DPO,O
yang,O
berada,O
di,O
luar,O
negeri,O
dengan,O
kesepakatan,O
setiap,O
dana,O
yang,O
masuk,O
maka,O
saksi,O
Muhammad,O
Hary,O
Prastomo,O
mendapatkan,O
fee,O
sejumlah,O
45,O
empat,O
persen,O
Bahwa,O
saksi,O
Muhammad,O
Hary,O
Prastomo,O
memberikan,O
nomor,O
rekening,O
Bank,O
DKI,O
nomor,O
41908005261,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
yang,O
mana,O
rekening,O
tersebut,O
dibuka,O
oleh,O
saksi,O
Mohammad,O
Hary,O
Prastomo,O
di,O
Bank,O
DKI,O
Cabang,O
ITC,O
Fatmawati,O
dalam,O
kapasitasnya,O
sebagai,O
Direktur,O
PT,O
Kansai,O
Prima,O
Global,O
Bahwa,O
pada,O
tanggal,O
15,O
April,O
2021,O
Mr,O
Boy,O
DPO,O
menghubungi,O
saksi,O
Jounry,O
Lito,O
Nanlohy,O
melalui,O
whatsapp,O
yang,O
memberitahukan,O
bahwa,O
ada,O
uang,O
masuk,O
ke,O
rekening,O
41908005261,O
Bank,O
DKI,O
atas,O
nama,O
PT,O
KANSAI,O
PRIMA,O
GLOBAL,O
sebesar,O
33802,O
US,O
Dollar,O
atau,O
setara,O
dengan,O
Rp48450000000,O
empat,O
ratus,O
delapan,O
puluh,O
empat,O
juta,O
lima,O
ratus,O
ribu,O
rupiah,O
dan,O
meminta,O
saksi,O
Jounry,O
Lito,O
Nanlohy,O
agar,O
melakukan,O
penarikan,O
dari,O
rekening,O
tersebut,O
atas,O
informasi,O
tersebut,O
lalu,O
saksi,O
Jounry,O
Lito,O
Nanlohy,O
menghubungi,O
saksi,O
Muhammad,O
Hary,O
Prastomo,O
agar,O
menarik,O
dana,O
yang,O
masuk,O
tersebut,O
Bahwa,O
oleh,O
saksi,O
Muhammad,O
Hary,O
Prastomo,O
dana,O
tersebut,O
ditarik,O
tanggal,O
16,O
April,O
2021,O
dengan,O
mempergunakan,O
2,O
dua,O
lembar,O
cek,O
lalu,O
diserahkan,O
kepada,O
saksi,O
Jounry,O
Lito,O
Nanlohy,O
sedangkan,O
Terdakwa,O
mendapat,O
komisi,O
Rp1800000000,O
delapan,O
belas,O
juta,O
rupiah,O
yang,O
selanjutnya,O
atas,O
perintah,O
dari,O
Mr,O
Boy,O
DPO,O
uang,O
tersebut,O
diserahkan,O
kepada,O
Terdakwa,O
di,O
KFC,O
Blok,O
M,O
Bahwa,O
atas,O
perintah,O
Mr,O
Boy,O
DPO,O
melalui,O
saksi,O
Jounry,O
Lito,O
Nanlohy,O
Terdakwa,O
menyerahkan,O
uang,O
yang,O
diterimanya,O
dari,O
saksi,O
Jounry,O
Lito,O
Nanlohy,O
kepada,O
orang,O
suruhan,O
Mr,O
Boy,O
DPO,O
yang,O
tidak,O
diketahui,O
identitasnya,O
di,O
pasar,O
tanah,O
abang,O
Pada,O
tanggal,O
12,O
Mei,O
2021,O
MTrade,O
Ltd,O
kembali,O
melakukan,O
pembayaran,O
kedua,O
kepada,O
Autoclamp,O
CoLtd,O
atas,O
kerjasama,O
bisnis,O
yang,O
mereka,O
sepakati,O
sebesar,O
78871,O
US,O
Dollar,O
ke,O
rekening,O
Bank,O
DKI,O
nomor,O
41908,O
005261,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
namun,O
pada,O
hari,O
yang,O
sama,O
Autoclamp,O
Co,O
Ltd,O
juga,O
memberitahu,O
kepada,O
MTrade,O
bahwa,O
e,O
mail,O
autoclamp,O
autoclampmsahinetnet,O
telah,O
diretas,O
oleh,O
orang,O
tidak,O
dikenal,O
hacker,O
dan,O
memberitahukan,O
bahwa,O
nomor,O
rekening,O
Bank,O
DKI,O
nomor,O
41908005261,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
bukan,O
milik,O
Autoclamp,O
Co,O
Ltd,O
serta,O
meminta,O
agar,O
MTrade,O
tidak,O
melakukan,O
transaksi,O
ke,O
rekening,O
bank,O
DKI,O
nomor,O
41908005261,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
yang,O
sebelumnya,O
pernah,O
dikirimkan,O
oleh,O
orang,O
tak,O
dikenal,O
melalui,O
email,O
autoclamp,O
autoclampmsahinetnet,O
sebelumnya,O
MTrade,O
kemudian,O
membatalkanmenarik,O
kembali,O
uang,O
yang,O
sudah,O
ditransfer,O
ke,O
rekening,O
Bank,O
DKI,O
nomor,O
41908,O
005261,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
namun,O
transaksi,O
yang,O
berhasil,O
dibatalkan,O
hanya,O
sebesar,O
78871,O
US,O
Dollar,O
Akibat,O
perbuatan,O
Terdakwa,O
bersama,O
dengan,O
Mr,O
Boy,O
DPO,O
saksi,O
Jounry,O
Lito,O
Nanlohy,O
dan,O
saksi,O
Muhammad,O
Hary,O
Prastomo,O
tersebut,O
mengakibatkan,O
kerugian,O
pada,O
MTrade,O
Ltd,O
sebesar,O
33802,O
US,O
Dollar,O
atau,O
setara,O
dengan,O
Rp48450000000,O
empat,O
ratus,O
delapan,O
puluh,O
empat,O
juta,O
lima,O
ratus,O
ribu,O
rupiah,O
Bahwa,O
Judex,O
Facti,O
telah,O
tepat,O
dan,O
benar,O
dalam,O
mempertimbangkan,O
faktafakta,O
hukum,O
di,O
atas,O
dan,O
menyatakan,O
Terdakwa,O
terbukti,O
melakukan,O
tindak,O
pidana,O
sebagimana,O
dakwaan,O
Penuntut,O
Umum,O
demikian,O
pula,O
penjatuhan,O
pidana,O
terhadap,O
Terdakwa,O
Judex,O
Facti,O
telah,O
mepertimbangkan,O
segala,O
hal,O
yang,O
melingkupi,O
perkara,O
a,O
guo,O
serta,O
telah,O
pula,O
mempertimbangkan,O
halhal,O
yang,O
memberatkan,O
pidana,O
bagi,O
Terdakwa,O
Bahwa,O
alasan,O
kasasi,O
Penuntut,O
Umum,O
selebihnya,O
adalah,O
mengenai,O
berat,O
ringannya,O
pidana,O
yang,O
dijatuhkan,O
Judex,O
Facti,O
alasan,O
tersebut,O
adalah,O
kewenangan,O
Judex,O
Facti,O
yang,O
tidak,O
tunduk,O
pada,O
pemeriksaan,O
kasasi,O
Menimbang,O
bahwa,O
berdasarkan,O
pertimbangan,O
tersebut,O
dan,O
ternyata,O
pula,O
putusan,O
Judex,O
Facti,O
dalam,O
perkara,O
ini,O
tidak,O
bertentangan,O
dengan,O
hukum,O
danatau,O
undangundang,O
maka,O
permohonan,O
kasasi,O
tersebut,O
dinyatakan,O
ditolak,O
Menimbang,O
bahwa,O
karena,O
Terdakwa,O
dipidana,O
maka,O
dibebani,O
untuk,O
membayar,O
biaya,O
perkara,O
pada,O
tingkat,O
kasasi,O
Mengingat,O
Pasal,O
5,O
UndangUndang,O
Nomor,O
8,O
Tahun,O
2010,O
tentang,O
Pencegahan,O
dan,O
Pemberantasan,O
Tindak,O
Pidana,O
Pencucian,O
Uang,O
juncto,O
Pasal,O
55,O
ayat,O
1,O
ke1,O
KUHP,O
UndangUndang,O
Nomor,O
8,O
Tahun,O
1981,O
tentang,O
Hukum,O
Acara,O
Pidana,O
UndangUndang,O
Nomor,O
48,O
Tahun,O
2009,O
tentang,O
Kekuasaan,O
Kehakiman,O
dan,O
UndangUndang,O
Nomor,O
14,O
Tahun,O
1985,O
tentang,O
Mahkamah,O
Agung,O
sebagaimana,O
telah,O
diubah,O
dengan,O
UndangUndang,O
Nomor,O
5,O
Tahun,O
2004,O
dan,O
Perubahan,O
Kedua,O
dengan,O
UndangUndang,O
Nomor,O
3,O
Tahun,O
2009,O
serta,O
peraturan,O
perundangundangan,O
lain,O
yang,O
bersangkutan,O
MENGADLLI,O
Menolak,O
permohonan,O
kasasi,O
dari,O
Pemohon,O
KasasiPenuntut,O
Umum,O
pada,O
Kejaksaan,O
Negeri,O
Jakarta,O
Selatan,O
tersebut,O
Membebankan,O
kepada,O
Terdakwa,O
untuk,O
membayar,O
biaya,O
perkara,O
pada,O
tingkat,O
kasasi,O
sebesar,O
Rp250000,O
dua,O
ribu,O
lima,O
ratus,O
rupiah,O
Demikianlah,O
diputuskan,O
dalam,O
rapat,O
musyawarah,O
Majelis,O
Hakim,O
pada,O
hari,O
Jumat,O
tanggal,O
2,O
Februari,O
2024,O
oleh,O
Suharto,O
SH,O
MHum,O
Hakim,O
Agung,O
yang,O
ditetapkan,O
oleh,O
Ketua,O
Mahkamah,O
Agung,O
sebagai,O
Ketua,O
Majelis,O
Dr,B-PER
Yanto,I-PER
SH,I-PER
MH,I-PER
dan,O
Jupriyadi,O
SH,O
MHum,O
HakimHakim,O
Agung,O
sebagai,O
HakimHakim,O
Anggota,O
putusan,O
tersebut,O
diucapkan,O
dalam,O
sidang,O
terbuka,O
untuk,O
umum,O
pada,O
hari,O
dan,O
tanggal,O
itu,O
juga,O
oleh,O
Ketua,O
Majelis,O
yang,O
dihadiri,O
HakimHakim,O
Anggota,O
serta,O
Rudi,O
Soewasono,O
Soepadi,O
SH,O
MHum,O
Panitera,O
Pengganti,O
dengan,O
tidak,O
dihadiri,O
oleh,O
Penuntut,O
Umum,O
dan,O
Terdakwa,O
HakimHakim,O
Anggota,O
Ketua,O
Majelis,O
ttd,O
ttd,O
Dr,O
Yanto,O
SH,O
MH,O
Suharto,O
SH,O
MHum,O
ttd,O
Jupriyadi,O
SH,O
MHum,O
Panitera,O
Pengganti,O
ttd,O
Rudi,O
Soewasono,O
Soepadi,O
SH,O
MHum,O
Untuk,O
salinan,O
MAHKAMAH,O
AGUNG,O
RI,O
anPanitera,O
Panitera,O
Muda,O
Perkara,O
Pidana,O
Khusus,O
Dr,B-PER
Sudharmawatiningsih,I-PER
SH,I-PER
MHum,I-PER
NIP,O
19611010,O
198612,O
2,O
001,O
PUTUSAN,O
Nomor,O
780,O
KPidSus2024,O
DEMI,O
KEADILAN,O
BERDASARKAN,O
KETUHANAN,O
YANG,O
MAHA,O
ESA,O
MAHKAMAH,O
AGUNG,O
memeriksa,O
perkara,O
tindak,O
pidana,O
khusus,O
pada,O
tingkat,O
kasasi,O
yang,O
dimohonkan,O
oleh,O
Penuntut,O
Umum,O
pada,O
Kejaksaan,O
Negeri,O
Jakarta,B-LOC
Selatan,I-LOC
telah,O
memutus,O
perkara,O
Terdakwa,O
Nama,O
JOUNRY,B-PER
LITO,I-PER
NANLOHY,I-PER
Tempat,O
Lahir,O
Ambon,B-LOC
UmurTanggal,O
Lahir,O
50,O
tahun26,O
Januari,B-DATE
1973,I-DATE
Jenis,O
Kelamin,O
Lakilaki,O
Kewarganegaraan,O
Indonesia,O
Tempat,O
Tinggal,O
Jalan,O
Kirai,O
Gang,O
Reformasi,O
Nomor,O
50,O
RT,O
1,O
RW,O
8,O
Cipete,O
Utara,O
Kebayoran,O
Baru,O
Kota,O
Administrasi,O
Jakarta,O
Selatan,O
DKI,O
Jakarta,O
Agama,O
Kristen,O
Pekerjaan,O
Karyawan,O
Swasta,O
Terdakwa,O
tersebut,O
berada,O
dalam,O
tahanan,O
Rumah,O
Tahanan,O
Negara,O
RUTAN,O
sejak,O
tanggal,O
29,O
Januari,O
2023,O
sampai,O
dengan,O
sekarang,O
Terdakwa,O
diajukan,O
di,O
depan,O
persidangan,O
Pengadilan,O
Negeri,O
Jakarta,O
Selatan,O
karena,O
didakwa,O
dengan,O
dakwaan,O
sebagai,O
berikut,O
Kesatu,O
Pertama,O
Perbuatan,O
Terdakwa,O
sebagaimana,O
diatur,O
dan,O
diancam,O
pidana,O
dalam,O
Pasal,O
45A,O
Ayat,O
1,O
juncto,O
Pasal,O
28,O
Ayat,O
1,O
Undang,O
Undang,O
Nomor,O
19,O
Tahun,O
2016,O
tentang,O
Perubahan,O
atas,O
UndangUndang,O
Nomor,O
11,O
Tahun,O
2008,O
tentang,O
Informasi,O
dan,O
Transaksi,O
Elektronik,O
juncto,O
Pasal,O
55,O
Ayat,O
1,O
ke1,O
KUHP,O
Kedua,O
Perbuatan,O
Terdakwa,O
sebagaimana,O
diatur,O
dan,O
diancam,O
pidana,O
dalam,O
Pasal,B-MISC
378,I-MISC
KUHP,I-MISC
juncto,O
Pasal,O
55,O
Ayat,O
1,O
ke1,O
KUHP,O
Kedua,O
Perbuatan,O
Terdakwa,O
sebagaimana,O
diatur,O
dan,O
diancam,O
pidana,O
dalam,O
Pasal,O
5,O
UndangUndang,O
Nomor,O
8,O
Tahun,O
2010,O
tentang,O
Pencegahan,O
dan,O
Pemberantasan,O
Tindak,O
Pidana,O
Pencucian,O
Uang,O
juncto,O
Pasal,O
55,O
Ayat,O
1,O
ke1,O
KUHP,O
Mahkamah,O
Agung,O
tersebut,O
Membaca,O
Tuntutan,O
Pidana,O
Penuntut,O
Umum,O
pada,O
Kejaksaan,O
Negeri,O
Jakarta,O
Selatan,O
tanggal,O
29,O
September,O
2023,O
sebagai,O
berikut,O
1,O
Menyatakan,O
Terdakwa,O
JOUNRY,O
LITO,O
NANLOHY,O
terbukti,O
melakukan,O
tindak,O
pidana,O
Melakukan,O
menyuruh,O
lakukan,O
atau,O
turut,O
serta,O
melakukan,O
dengan,O
sengaja,O
dan,O
tanpa,O
hak,O
atau,O
melawan,O
hukum,O
dengan,O
menyebarkan,O
berita,O
bohong,O
dan,O
menyesatkan,O
yang,O
mengakibatkan,O
kerugian,O
konsumen,O
dalam,O
Transaksi,O
Elektronik,O
yang,O
diatur,O
dalam,O
Pasal,O
45A,O
Ayat,O
1,O
juncto,O
Pasal,O
28,O
Ayat,O
1,O
UndangUndang,O
Nomor,O
19,O
Tahun,O
2016,O
tentang,O
Perubahan,O
atas,O
UndangUndang,O
Nomor,O
11,O
Tahun,O
2008,O
tentang,O
Informasi,O
dan,O
Transaksi,O
Elektronik,O
juncto,O
Pasal,O
55,O
Ayat,O
1,O
ke,O
1,O
KUHP,O
sebagaimana,O
dalam,O
Dakwaan,O
Kesatu,O
Pertama,O
dan,O
tindak,O
pidana,O
Pencucian,O
uang,O
sebagaimana,O
diatur,O
dalam,O
Pasal,O
5,O
juncto,O
Pasal,O
2,O
Ayat,O
1,O
UndangUndang,O
Nomor,O
8,O
Tahun,O
2010,O
tentang,O
Pencegahan,O
dan,O
Pemberantasan,O
Tindak,O
Pidana,O
Pencucian,O
Uang,O
dalam,O
Dakwaan,O
Kedua,O
Menjatuhkan,O
pidana,O
penjara,O
terhadap,O
Terdakwa,O
selama,O
4,O
empat,O
tahun,O
dikurangi,O
selama,O
Terdakwa,O
berada,O
dalam,O
tahanan,O
dan,O
pidana,O
denda,O
sebesar,O
Rp50000000000,O
lima,O
ratus,O
juta,O
rupiah,O
subsidair,O
2,O
dua,B-TIME
bulan,I-TIME
kurungan,O
dengan,O
perintah,O
agar,O
Terdakwa,O
tetap,O
ditahan,O
Menyatakan,O
barang,O
bukti,O
berupa,O
1,O
1,O
satu,O
lembar,O
dokumen,O
Commercial,O
Invoice,O
tagihan,O
dari,O
PT,O
Kansai,O
Prima,O
Global,O
2,O
1,O
satu,O
bundel,O
komunikasi,O
melalui,O
email,O
antara,O
pelaku,O
autoclampmsahinetnet,O
dengan,O
korban,O
MTrade,O
LTD,O
email,O
infomtradeItd,O
3,O
4,O
5,O
6,O
7,O
3,O
9,O
Bukti,O
transfer,O
1,O
satu,O
bundel,O
dokumen,O
surat,O
perjanjiankontrak,O
kerja,O
Nomor,O
MT0200320207a,O
tanggal,O
2,B-DATE
Februari,I-DATE
2020,I-DATE
Auto,O
Clamp,O
Co,O
Ltd,O
Taiwan,O
dengan,O
MTrade,O
Ltd,O
1,O
satu,O
bundel,O
fotokopi,O
dokumen,O
pembukaan,O
rekening,O
dengan,O
nomor,O
rekening,O
41908005261,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
1,O
satu,O
bundel,O
print,O
out,O
mutasi,O
rekening,O
41908005261,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
periode,O
April,O
2021,O
sampai,O
dengan,O
Maret,O
2023,O
1,O
satu,O
bundel,O
fotokopi,O
dokumen,O
pembukaan,O
rekening,O
dengan,O
rekening,O
atas,O
nama,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
dengan,O
nomor,O
rekening,O
1261460893,O
1,O
satu,O
bundel,O
print,O
out,O
mutasi,O
rekening,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
dengan,O
nomor,O
rekening,O
1261460893,O
Januari,B-DATE
2021,I-DATE
sampai,O
dengan,O
Maret,O
2023,O
1,O
satu,O
bundel,O
fotokopi,O
dokumen,O
pembukaan,O
rekening,O
dengan,O
rekening,O
atas,O
nama,O
rekening,O
Bank,O
BCA,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
dengan,O
nomor,O
rekening,O
0700211533,O
rekening,O
atas,O
nama,O
Mohammad,O
Hary,O
Prastomo,O
dengan,O
nomor,O
rekening,O
2060519946,O
dan,O
nomor,O
rekening,O
atas,O
nama,O
JOUNRY,O
LITO,O
NANLOHY,O
dengan,O
nomor,O
rekening,O
0700028755,O
1,O
satu,O
bundel,O
print,O
out,O
mutasi,O
rekening,O
atas,O
nama,O
rekening,O
Bank,O
BCA,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
dengan,O
nomor,O
rekening,O
0700211533,O
rekening,O
atas,O
nama,O
Mohammad,O
Hary,O
Prastomo,O
dengan,O
nomor,O
rekening,O
2060519946,O
dan,O
nomor,O
rekening,O
atas,O
nama,O
JOUNRY,O
LITO,O
NANLOHY,O
dengan,O
nomor,O
rekening,O
0700028755,O
Juli,B-DATE
2020,I-DATE
sampai,O
dengan,O
Maret,O
2023,O
1,O
satu,O
bundel,O
dokumen,O
pembukaan,O
rekening,O
PT,O
Kansai,O
Prima,O
Global,O
nomor,O
rekening,O
531800000667,O
101,O
satu,O
bundel,O
dokumen,O
mutasi,O
rekening,O
nomor,O
531800000667,O
milik,O
PT,O
Kansai,O
Prima,O
Global,O
111,O
satu,O
bundel,O
dokumen,O
pembukaan,O
